"id","function","main_function","GO_id"
"14863","replication fork processing","biological_process","GO:0031297"
"14864","replication fork protection complex","cellular_component","GO:0031298"
"14865","taurine-pyruvate aminotransferase activity","molecular_function","GO:0031299"
"14866","intrinsic to organelle membrane","cellular_component","GO:0031300"
"14867","integral to organelle membrane","cellular_component","GO:0031301"
"14868","intrinsic to endosome membrane","cellular_component","GO:0031302"
"14869","integral to endosome membrane","cellular_component","GO:0031303"
"14870","intrinsic to mitochondrial inner membrane","cellular_component","GO:0031304"
"14871","integral to mitochondrial inner membrane","cellular_component","GO:0031305"
"14872","intrinsic to mitochondrial outer membrane","cellular_component","GO:0031306"
"14873","integral to mitochondrial outer membrane","cellular_component","GO:0031307"
"14874","intrinsic to nuclear outer membrane","cellular_component","GO:0031308"
"14875","integral to nuclear outer membrane","cellular_component","GO:0031309"
"14876","intrinsic to vacuolar membrane","cellular_component","GO:0031310"
"14877","intrinsic to contractile vacuolar membrane","cellular_component","GO:0031311"
"14878","extrinsic to organelle membrane","cellular_component","GO:0031312"
"14879","extrinsic to endosome membrane","cellular_component","GO:0031313"
"14880","extrinsic to mitochondrial inner membrane","cellular_component","GO:0031314"
"14881","extrinsic to mitochondrial outer membrane","cellular_component","GO:0031315"
"14882","extrinsic to nuclear outer membrane","cellular_component","GO:0031316"
"14883","tripartite ATP-independent periplasmic transporter complex","cellular_component","GO:0031317"
"14884","detection of folic acid","biological_process","GO:0031318"
"14885","detection of cAMP","biological_process","GO:0031319"
"14886","hexitol dehydrogenase activity","molecular_function","GO:0031320"
"14887","ascospore-type prospore formation","biological_process","GO:0031321"
"14888","ascospore-type prospore-specific spindle pole body modification","biological_process","GO:0031322"
"14889","regulation of cellular metabolic process","biological_process","GO:0031323"
"14890","negative regulation of cellular metabolic process","biological_process","GO:0031324"
"14891","positive regulation of cellular metabolic process","biological_process","GO:0031325"
"14892","regulation of cellular biosynthetic process","biological_process","GO:0031326"
"14893","negative regulation of cellular biosynthetic process","biological_process","GO:0031327"
"14894","positive regulation of cellular biosynthetic process","biological_process","GO:0031328"
"14895","regulation of cellular catabolic process","biological_process","GO:0031329"
"14896","negative regulation of cellular catabolic process","biological_process","GO:0031330"
"14897","positive regulation of cellular catabolic process","biological_process","GO:0031331"
"14898","RNAi effector complex","cellular_component","GO:0031332"
"14899","negative regulation of protein complex assembly","biological_process","GO:0031333"
"14900","positive regulation of protein complex assembly","biological_process","GO:0031334"
"14901","regulation of sulfur amino acid metabolic process","biological_process","GO:0031335"
"14902","negative regulation of sulfur amino acid metabolic process","biological_process","GO:0031336"
"14903","positive regulation of sulfur amino acid metabolic process","biological_process","GO:0031337"
"14904","regulation of vesicle fusion","biological_process","GO:0031338"
"14905","negative regulation of vesicle fusion","biological_process","GO:0031339"
"14906","positive regulation of vesicle fusion","biological_process","GO:0031340"
"14907","regulation of cell killing","biological_process","GO:0031341"
"14908","negative regulation of cell killing","biological_process","GO:0031342"
"14909","positive regulation of cell killing","biological_process","GO:0031343"
"14910","regulation of cell projection organization","biological_process","GO:0031344"
"14911","negative regulation of cell projection organization","biological_process","GO:0031345"
"14912","positive regulation of cell projection organization","biological_process","GO:0031346"
"14913","regulation of defense response","biological_process","GO:0031347"
"14914","negative regulation of defense response","biological_process","GO:0031348"
"14915","positive regulation of defense response","biological_process","GO:0031349"
"14916","intrinsic to plastid membrane","cellular_component","GO:0031350"
"14917","integral to plastid membrane","cellular_component","GO:0031351"
"14918","intrinsic to plastid inner membrane","cellular_component","GO:0031352"
"14919","integral to plastid inner membrane","cellular_component","GO:0031353"
"14920","intrinsic to plastid outer membrane","cellular_component","GO:0031354"
"14921","integral to plastid outer membrane","cellular_component","GO:0031355"
"14922","intrinsic to chloroplast inner membrane","cellular_component","GO:0031356"
"14923","integral to chloroplast inner membrane","cellular_component","GO:0031357"
"14924","intrinsic to chloroplast outer membrane","cellular_component","GO:0031358"
"14925","integral to chloroplast outer membrane","cellular_component","GO:0031359"
"14926","intrinsic to thylakoid membrane","cellular_component","GO:0031360"
"14927","integral to thylakoid membrane","cellular_component","GO:0031361"
"14928","anchored to external side of plasma membrane","cellular_component","GO:0031362"
"14929","N-terminal protein amino acid deamination","biological_process","GO:0031363"
"14930","N-terminal protein amino acid deamination, from side chain","biological_process","GO:0031364"
"14931","N-terminal protein amino acid modification","biological_process","GO:0031365"
"14932","N-terminal peptidyl-arginine deamination","biological_process","GO:0031366"
"14933","N-terminal peptidyl-glutamine deamination","biological_process","GO:0031367"
"14934","Pro-X metallocarboxypeptidase activity","molecular_function","GO:0031368"
"14935","translation initiation factor binding","molecular_function","GO:0031369"
"14936","eukaryotic initiation factor 4G binding","molecular_function","GO:0031370"
"14937","ubiquitin conjugating enzyme complex","cellular_component","GO:0031371"
"14938","UBC13-MMS2 complex","cellular_component","GO:0031372"
"14939","cytosolic fatty acid synthase complex","cellular_component","GO:0031373"
"14940","cytosolic type I fatty acid synthase complex","cellular_component","GO:0031374"
"14941","type II fatty acid synthase complex","cellular_component","GO:0031375"
"14942","cytosolic type II fatty acid synthase complex","cellular_component","GO:0031376"
"14943","mitochondrial type II fatty acid synthase complex","cellular_component","GO:0031377"
"14944","plastid type II fatty acid synthase complex","cellular_component","GO:0031378"
"14945","RNA-directed RNA polymerase complex","cellular_component","GO:0031379"
"14946","nuclear RNA-directed RNA polymerase complex","cellular_component","GO:0031380"
"14947","viral RNA-directed RNA polymerase complex","cellular_component","GO:0031381"
"14948","mating projection assembly","biological_process","GO:0031382"
"14949","regulation of mating projection assembly","biological_process","GO:0031383"
"14950","regulation of initiation of mating projection growth","biological_process","GO:0031384"
"14951","regulation of termination of mating projection growth","biological_process","GO:0031385"
"14952","protein tag","molecular_function","GO:0031386"
"14953","MPF complex","cellular_component","GO:0031387"
"14954","organic acid phosphorylation","biological_process","GO:0031388"
"14955","Rad17 RFC-like complex","cellular_component","GO:0031389"
"14956","Ctf18 RFC-like complex","cellular_component","GO:0031390"
"14957","Elg1 RFC-like complex","cellular_component","GO:0031391"
"14958","regulation of prostaglandin biosynthetic process","biological_process","GO:0031392"
"14959","negative regulation of prostaglandin biosynthetic process","biological_process","GO:0031393"
"14960","positive regulation of prostaglandin biosynthetic process","biological_process","GO:0031394"
"14961","bursicon neuropeptide hormone complex","cellular_component","GO:0031395"
"14962","regulation of protein ubiquitination","biological_process","GO:0031396"
"14963","negative regulation of protein ubiquitination","biological_process","GO:0031397"
